label;logFC;logCPM;FDR;Regulation;Gene_ID
AT5G19240;-1.6647274549414;-17.5297203703858;3.11783808769036e-09;Down;AT5G19240.1
LBD11;1.67960965198833;-21.7631014036901;3.30127477197285e-09;Up;AT2G28500.1
AT5G55720;-2.0710958247757;-23.5698801356192;3.5678579142978e-09;Down;AT5G55720.1
AT5G22520;-3.04019746222205;-23.9556498684092;3.59339161058949e-09;Down;AT5G22520.1
REM4.1;1.54650616395614;-20.6018547348142;3.69116699654841e-09;Up;AT3G57540.1
GDH3;-2.50058680571317;-23.6456590059471;4.00002391030729e-09;Down;AT3G03910.1
AT5G64395;2.1718998366098;-23.3750411563754;4.06098450793385e-09;Up;AT5G64395.1
NA;1.63871486069234;-22.9968536319064;4.12141532192584e-09;Up;AT1G07902.1
PIRL6;1.60096095038132;-23.0306764443716;4.42651366569738e-09;Up;AT2G19330.1
AT3G28620;2.11096804496968;-23.7800719274277;4.5671266228539e-09;Up;AT3G28620.1
AT3G12870;-1.66838009273638;-22.1408746867083;4.7614564446765e-09;Down;AT3G12870.1
PRX37;-3.84310827595757;-19.922321407031;4.77372687424825e-09;Down;AT4G08770.1
AT4G02000;2.20661338488951;-23.101839834335;5.11504115497695e-09;Up;AT4G02000.1
OTP82;1.63495504174658;-22.7867451913387;5.16890294423737e-09;Up;AT1G08070.1
F3H;-1.62204128184058;-19.4062676575001;5.45098438409268e-09;Down;AT3G51240.1
AT3G51280;-1.51451295554696;-21.5785468424651;5.46249059033427e-09;Down;AT3G51280.1
NA;2.852852359301;-23.670979027897;5.50082119050067e-09;Up;AT2G07638.1
PP2-B13;-2.45450021594338;-23.5211796200325;5.58541433832878e-09;Down;AT1G56240.1
ATBBE10;-1.60664076096854;-20.8031460438591;5.67054024877665e-09;Down;AT1G30720.1
AT3G03130;-1.70054740786274;-22.1551075415592;5.97748357242136e-09;Down;AT3G03130.1
AT3G15630;-1.73302131848412;-21.9896602838127;6.65928029503024e-09;Down;AT3G15630.1
AT4G29110;-1.67146858333758;-21.212162314918;6.80512219205262e-09;Down;AT4G29110.1
OTP72;1.61458954853745;-22.7012335078665;7.11247547434769e-09;Up;AT3G13880.1
AT4G31070;1.57130506499553;-23.0485476463201;7.23735239511604e-09;Up;AT4G31070.1
ALA10;-1.54593933119429;-19.4131260176338;7.52381269817735e-09;Down;AT3G25610.1
AT2G27402;-2.75004266048727;-23.0456805921404;8.14026198793083e-09;Down;AT2G27402.1
ENOR3L2;-1.63166493284669;-22.6390543843538;8.23151253941722e-09;Down;AT3G23870.1
AT5G10695;1.88130084507368;-20.4019028312252;8.63973274646583e-09;Up;AT5G10695.1
AT4G14650;-2.27905549242828;-23.5272379094665;9.28459022337277e-09;Down;AT4G14650.1
AT2G38255;2.84676845576544;-24.0180857302609;1.00164487351908e-08;Up;AT2G38255.1
DAR3;-1.57883834417975;-22.3594774272565;1.00526924252255e-08;Down;AT5G66640.5
ARR15;-2.44889454168554;-22.6796056703445;1.01803810704139e-08;Down;AT1G74890.1
CDKD1;1;1.63596226696947;-22.4239485797433;1.01803810704139e-08;Up;AT1G73690.1
AT5G04610;1.69175936954366;-23.1610545482478;1.06851529130607e-08;Up;AT5G04610.1
CYS2;1.70041432657117;-23.5140182385655;1.08299168437009e-08;Up;AT2G31980.1
5PTASE11;1.77526664236716;-20.988792042307;1.08377659315994e-08;Up;AT1G47510.1
AT1G06090;-1.81295153037736;-23.2808616907081;1.1213552919401e-08;Down;AT1G06090.1
UGT73C1;2.61449233704099;-22.1197541794893;1.13462821899965e-08;Up;AT2G36750.1
AT1G79120;2.16913206264935;-24.0676819949901;1.1532391990673e-08;Up;AT1G79120.1
NA;2.5251714821135;-23.5918789051835;1.19202788337236e-08;Up;AT4G10843.3
AT4G13820;1.59557397776212;-22.451772855232;1.20991104984322e-08;Up;AT4G13820.1
SSSPTB;-1.98575252359151;-23.5161103685893;1.24925383800012e-08;Down;AT2G30942.1
RABA1E;-2.36137725785125;-24.1195562202873;1.36809557673078e-08;Down;AT4G18430.1
EDA12;1.60754067017828;-22.9708902808016;1.49149225950006e-08;Up;AT2G35950.2
AT5G38250;-2.07750354476957;-22.7732781554481;1.50663495996371e-08;Down;AT5G38250.1
HIK;-1.59148177072318;-20.7507282021678;1.52033524945804e-08;Down;AT1G18370.1
BIP3;-2.45746499037502;-21.861131590942;1.57799214221997e-08;Down;AT1G09080.1
AT5G23370;1.83982104724128;-23.4034275564712;1.58173193379844e-08;Up;AT5G23370.1
SRF2;1.783956868349;-22.730153222946;1.58440017854589e-08;Up;AT5G06820.1
DAAR1;-2.2905065458374;-20.0860342852031;1.59268804560596e-08;Down;AT4G02850.1
AT4G13210;-1.98828327748575;-23.6368947743318;1.69075159396249e-08;Down;AT4G13210.2
AAD4;2.09112879172199;-23.3151784413117;1.80439786955696e-08;Up;AT3G02620.2
AT2G07675;2.14092273502455;-21.7447405720399;1.9340305061681e-08;Up;AT2G07675.1
RPSL2;2.14092273502455;-21.7447405720399;1.9340305061681e-08;Up;ATMG00980.1
AT1G32950;2.22809621906655;-23.1336363455088;1.94159201900844e-08;Up;AT1G32950.1
AT2G34080;2.45743621092889;-23.1180730076933;1.94836671081385e-08;Up;AT2G34080.1
WRKY71;-1.8653811744061;-23.3951073995118;1.95034838355419e-08;Down;AT1G29860.1
AT1G55980;1.86105667913809;-22.2149296395986;1.95941471814604e-08;Up;AT1G55980.1
XBAT34;-2.54389531610658;-18.4860632839627;1.97596237696781e-08;Down;AT4G14365.1
NA;2.75018546153224;-23.9924556839117;2.05340464125339e-08;Up;AT2G24535.2
AT1G36622;-2.27709376352581;-22.0250432772572;2.13674872867238e-08;Down;AT1G36622.1
B120;-1.96506058321514;-21.5091242290791;2.16462039068239e-08;Down;AT4G21390.1
PROPEP3;-2.72824114958383;-23.4146230952201;2.17185527907858e-08;Down;AT5G64905.1
AT4G32870;-1.68620665621766;-22.5462060022032;2.19753572019746e-08;Down;AT4G32870.1
AT3G50140;-2.45696395126157;-24.0714336317481;2.21765949084977e-08;Down;AT3G50140.1
NAD1B;3.42694735078461;-23.9112909043927;2.24707730569906e-08;Up;ATMG01120.1
MUS;-1.70940241140702;-22.210343169772;2.29539524971857e-08;Down;AT1G75640.1
NHL6;-1.7772656877821;-19.7233167495549;2.34631991604978e-08;Down;AT1G65690.1
AT2G07806;2.64256056047317;-24.1543230058813;2.52827081159717e-08;Up;AT2G07806.2
AT5G55570;-2.16326110155927;-23.781750184111;2.53243759344261e-08;Down;AT5G55570.1
AT2G07741;3.12997951960729;-23.2715831927037;2.58521880052534e-08;Up;AT2G07741.1
ATP6-1;3.12997951960729;-23.2715831927037;2.58521880052534e-08;Up;ATMG00410.1
CYP71B23;-1.6988578490821;-18.6987120442629;2.61683127089061e-08;Down;AT3G26210.1
ST4B;-1.71189436588609;-23.1220972713263;2.70460249220324e-08;Down;AT1G13420.1
AGL15;1.59580968618669;-22.9863162947165;2.82728200061794e-08;Up;AT5G13790.2
SAUR1;1.67786456388246;-22.229390206255;2.84743012469185e-08;Up;AT4G34770.1
RECEPTOR-LIKE PROTEIN KINASE;-1.94168564925624;-22.0145740209432;2.91647743124595e-08;Down;AT4G23200.1
RECEPTOR-LIKE PROTEIN KINASE;-1.96709966213147;-19.1207562321857;2.92608656744897e-08;Down;AT4G23190.1
ASL9;-1.92346050241165;-23.4516660776108;3.00789753748004e-08;Down;AT1G16530.1
NAD1C;2.89120379688779;-22.781061894272;3.1114325769296e-08;Up;ATMG00516.1
LRK10L2;2.04916119707415;-22.989817161848;3.2939500647429e-08;Up;AT1G66930.2
ORF291;3.11173698402285;-24.0782379159146;3.34919117410323e-08;Up;ATMG01280.1
AT3G15356;-2.1080048933363;-17.09270431387;3.35816046703697e-08;Down;AT3G15356.1
AO;-1.9755941543165;-21.4870990985476;3.47764402510342e-08;Down;AT4G39830.1
AT4G21903;-1.64041573465533;-22.4672794194983;3.48653258967119e-08;Down;AT4G21903.2
IDL6;-2.76421398873804;-24.1431637872063;3.52284938142258e-08;Down;AT5G05300.1
ENODL13;-1.98969435949765;-21.8092821985823;3.62457231612296e-08;Down;AT5G25090.1
LAC2;1.65631727796643;-22.7587954555792;3.75309424716987e-08;Up;AT2G29130.1
AT5G01015;-1.62814757035496;-21.7790194062525;3.75474211327459e-08;Down;AT5G01015.1
AT1G58150;1.68223968029882;-22.5694901923687;3.78005873717153e-08;Up;AT1G58150.1
LECRK-IX.2;-2.34806483125546;-22.6355470111978;4.02877418604177e-08;Down;AT5G65600.1
AT4G22513;-1.77113850458161;-20.5444541853468;4.07981540019655e-08;Down;AT4G22513.1
AT1G19020;-2.316989962895;-20.2650128074221;4.09155186411017e-08;Down;AT1G19020.1
OTP80;1.89007960150092;-23.767932725891;4.46705898266213e-08;Up;AT5G59200.1
WTF9;1.52376391154893;-22.459460301204;4.4778445612702e-08;Up;AT2G39120.1
AT2G21820;2.48573672671252;-21.8422613992131;4.60107441445077e-08;Up;AT2G21820.1
LTPG5;-2.50172661619362;-19.803679636013;4.79676239315628e-08;Down;AT3G22600.1
AT3G45940;2.28036525072859;-23.6635917609071;4.82619288038341e-08;Up;AT3G45940.1
AT1G01390;-1.61555337002699;-22.635717943883;4.90436944292365e-08;Down;AT1G01390.2
AT4G38010;1.72450459220858;-23.1210997367558;4.9220274801711e-08;Up;AT4G38010.1
AT3G28770;1.90313501993055;-22.8794806641846;4.94601272795281e-08;Up;AT3G28770.1
ATL92;2.57579059981608;-23.1981341508852;5.05043756818153e-08;Up;AT3G20395.1
AT3G59710;2.21226726775112;-22.376051750962;5.23449698780733e-08;Up;AT3G59710.2
AT1G44414;2.06248027155808;-23.7008440380486;5.25190699332049e-08;Up;AT1G44414.1
AT5G67020;2.19147858982561;-23.3440445889402;5.76494373109546e-08;Up;AT5G67020.1
AT3G22100;2.3437759473488;-23.1361052675793;6.25597574442232e-08;Up;AT3G22100.1
NA;1.64542719090389;-22.8770798177647;6.4439690582229e-08;Up;AT1G75125.1
AACT1;-2.95199822531757;-21.0176340377824;6.44428959738402e-08;Down;AT5G61160.1
ABCG27;-1.9770489412709;-23.5330440664806;6.57231288418948e-08;Down;AT3G52310.1
EFD;-2.53569490585622;-22.2087238569872;6.8987298223653e-08;Down;AT3G54150.1
MEE69;2.32119283689568;-23.3835307498487;7.39758539610073e-08;Up;AT4G37140.1
HTR12;-1.60308190321094;-23.1034413733808;8.29149428701016e-08;Down;AT1G01370.1
AT2G42930;1.77666936001225;-22.8712689146857;8.35934162725584e-08;Up;AT2G42930.1
AT2G01510;1.61319206015045;-23.0252039675375;8.4601188314524e-08;Up;AT2G01510.1
SMR5;2.0695702315311;-22.6690971308986;8.51684775672323e-08;Up;AT1G07500.1
AT5G03130;-2.3148724229287;-24.1234067908729;8.8094847228043e-08;Down;AT5G03130.1
AT4G13885;1.59650838322184;-23.1718117769469;8.87445350024715e-08;Up;AT4G13885.1
EXPA17;-2.14884563390135;-23.9578016283636;9.50632679727794e-08;Down;AT4G01630.1
AT4G35295;2.19977780278061;-23.8992917474336;9.75808835304539e-08;Up;AT4G35295.1
SIF2;-1.78336892265698;-23.083109700559;1.04437782385812e-07;Down;AT1G51850.2
AT1G33860;2.46939781946998;-22.6152320384652;1.06125031196087e-07;Up;AT1G33860.2
ERD5;-1.61380408339;-20.2698674233694;1.08296406776138e-07;Down;AT3G30775.1
AT1G13470;-2.36326120247614;-20.7969079474649;1.14137848108062e-07;Down;AT1G13470.1
AT3G28580;-3.30768217232288;-22.5073494858023;1.19157093415114e-07;Down;AT3G28580.1
AT2G30820;-1.70679491763312;-23.1048935186384;1.20021362956005e-07;Down;AT2G30820.1
AT1G57630;-2.75913414057079;-22.0858183435433;1.20382856993514e-07;Down;AT1G57630.1
AT4G33985;1.69406710040321;-22.7479627261644;1.20382856993514e-07;Up;AT4G33985.1
AT1G71690;-2.04438231380327;-23.8210348625782;1.22948761222e-07;Down;AT1G71690.1
AT5G56960;-3.62048871502777;-23.4970791999156;1.28068086979579e-07;Down;AT5G56960.2
AT5G28630;-1.50502132587445;-21.5763962805712;1.30577584112779e-07;Down;AT5G28630.1
AT1G09932;-2.5133454922544;-21.6585676284523;1.32242604815884e-07;Down;AT1G09932.1
AT2G37960;-2.60157412118104;-24.0765206362818;1.35184337646647e-07;Down;AT2G37960.1
AT4G22390;1.52236677562332;-23.147592783334;1.46356875905654e-07;Up;AT4G22390.1
AT5G64401;2.49755451286745;-23.9340695611023;1.51264979617633e-07;Up;AT5G64401.1
AT4G23420;1.80195955947658;-22.5447735457558;1.59745851178822e-07;Up;AT4G23420.3
NA;2.74335737347246;-24.1455419033871;1.76478166101871e-07;Up;AT5G37793.1
AT2G18680;-1.70360681064049;-22.0098224210978;1.81420911314545e-07;Down;AT2G18680.1
AT2G44370;-2.45519541182423;-23.3738332114657;1.83395676948998e-07;Down;AT2G44370.1
LTP4;3.5793348297443;-14.7308813496824;1.84293481924709e-07;Up;AT5G59310.1
NAD2B;3.4161632615517;-23.6348616970312;1.85071683337985e-07;Up;ATMG01320.1
PRX25;2.28062676024445;-23.6528274440464;1.86436997316345e-07;Up;AT2G41480.1
COX1;3.54112004386742;-21.6952537947624;1.9592285707323e-07;Up;ATMG01360.1
SKIP3;1.52412181597346;-21.903882940714;2.04770242797976e-07;Up;AT2G02350.2
CAT5;-1.63271392791899;-23.5285290677138;2.05845979472044e-07;Down;AT2G34960.1
VIM2;-1.68323727706026;-22.6613616263046;2.19171360370992e-07;Down;AT1G66050.1
NAD4;2.3968881882475;-21.8840936968832;2.22790900569441e-07;Up;ATMG00580.1
AT4G24265;-1.82542617598609;-23.3344332737398;2.23063801813423e-07;Down;AT4G24265.2
AT4G10600;1.6934690908933;-23.146012376176;2.28758960946544e-07;Up;AT4G10600.1
VTL1;-1.62022819045734;-22.830048690552;2.55917427998601e-07;Down;AT1G21140.1
PBL38;1.54352586623975;-22.175059717862;2.58999274825881e-07;Up;AT2G39110.1
AT1G78530;-1.75906933254008;-23.337547342867;3.10231204914352e-07;Down;AT1G78530.1
IOS1;-2.07068015929216;-20.6607036370976;3.17815992915393e-07;Down;AT1G51800.1
AT5G37490;-2.88212400541502;-24.196655037052;3.28344206968085e-07;Down;AT5G37490.1
HDA18;-1.58934484665132;-23.3126710130029;3.33364838233995e-07;Down;AT5G61070.1
ORF106F;3.68546429623275;-23.9981312946939;3.41658061210779e-07;Up;ATMG01130.1
WEE1;-1.59988423309574;-23.2299517999653;3.49334096129952e-07;Down;AT1G02970.1
AT3G27290;-2.12465900112008;-24.0966095393397;3.55762305789984e-07;Down;AT3G27290.1
DL1B;-1.59639042841287;-23.5321247820923;3.68212713367989e-07;Down;AT3G61760.1
GLL22;-1.85652944403118;-20.8830433339795;3.69202781353849e-07;Down;AT1G54000.1
AHL20;-1.53655132206045;-22.0111504102281;3.75073232652483e-07;Down;AT4G14465.1
PIRL7;1.92829820963036;-23.4981697135086;3.96282641600782e-07;Up;AT4G29880.1
AT2G07751;1.90513403835837;-21.6054918674884;4.05636183170554e-07;Up;AT2G07751.1
CCB203;3.24036293486342;-23.9183221802947;4.09209424548366e-07;Up;ATMG00960.1
AT1G14780;-2.13524987130734;-22.4339630036428;4.14406500089859e-07;Down;AT1G14780.1
AT1G72240;1.97838022392516;-23.2617471249217;4.17870791280926e-07;Up;AT1G72240.1
AT5G03620;1.76765390062137;-23.7421313489177;4.18382212575235e-07;Up;AT5G03620.1
SAG29;4.13558543344548;-19.0055122443922;4.27803899423243e-07;Up;AT5G13170.1
CUS2;-1.50997738858351;-20.9453688713136;4.39202497878754e-07;Down;AT5G33370.1
MEF37;1.78326725548053;-23.0625495201334;4.53978007510295e-07;Up;AT5G08305.1
ATS40-3;2.40482195136364;-23.2508618005783;4.91114569779853e-07;Up;AT4G18980.1
PUB19;1.91108659283963;-19.5247942983802;5.22521647531826e-07;Up;AT1G60190.1
YLS9;-2.75196082910874;-20.7857950263042;5.33871414976993e-07;Down;AT2G35980.1
BON1;-9.96114336060976;-21.4173967978147;5.35388448876413e-07;Down;AT5G61900.1
AT2G20142;-2.22328451944048;-22.0161216568899;5.36317233126504e-07;Down;AT2G20142.1
AT5MAT;-1.81049091006312;-21.3087347295004;5.56615865139502e-07;Down;AT3G29590.1
CYP86A7;-1.74425475520283;-23.3913910869674;5.69550157181787e-07;Down;AT1G63710.1
AT5G57010;-2.53220495201196;-22.3264992463487;5.74313180101606e-07;Down;AT5G57010.1
CHIC;-1.50206363661519;-20.3810868318889;5.8333085638285e-07;Down;AT4G19810.1
CYP708A1;-2.18542981065843;-23.5688442069245;5.84953734764258e-07;Down;AT1G55940.2
HYH;-1.59378325505035;-21.8678939659373;6.09113925493331e-07;Down;AT3G17609.2
AT2G24600;-2.25983218072257;-20.0461071214098;6.11636228705547e-07;Down;AT2G24600.3
CHIA;-1.75584585256763;-22.4833098611;6.27777405157902e-07;Down;AT5G24090.1
AT1G05440;-1.95821613384761;-23.97074089492;6.34632548632275e-07;Down;AT1G05440.1
AT2G04800;-1.70522572544307;-23.265487078261;6.38767581585102e-07;Down;AT2G04800.1
PDP6;1.72214161911291;-22.9437387759092;6.54967985701726e-07;Up;AT3G27860.1
AT5G02570;-2.43778861382595;-24.3082735688898;6.68543710569478e-07;Down;AT5G02570.1
AT4G24410;2.19288857521562;-23.8647102591684;6.87409434334487e-07;Up;AT4G24410.1
AT5G45000;-2.49592664727439;-23.5449464076631;7.23262854331803e-07;Down;AT5G45000.1
AT2G23348;1.565160442975;-23.3710006302593;7.43078632108149e-07;Up;AT2G23348.1
AT1G52990;2.01841021201624;-23.9645278779211;8.02766158939455e-07;Up;AT1G52990.1
CYCB1;1;-1.68424655792677;-22.6697584436025;8.02766158939455e-07;Down;AT4G37490.1
AT2G42395;1.63040509891677;-23.5666664215159;8.9268425339631e-07;Up;AT2G42395.1
MAP65-5;-2.07309686974949;-23.2128650653714;9.35429978144448e-07;Down;AT2G38720.1
VSR5;-1.90904264748001;-23.4631248416521;9.39154150646659e-07;Down;AT2G34940.1
SDS;1.5155712706436;-22.9646329402433;9.47920077093672e-07;Up;AT1G14750.3
AT1G10417;-1.68605632277979;-23.3630627527137;1.02268293026113e-06;Down;AT1G10417.4
AT4G19080;1.6039846212519;-22.9734042776278;1.11533081596774e-06;Up;AT4G19080.1
GAD4;-1.89273263146624;-20.9246661486652;1.1789536561538e-06;Down;AT2G02010.2
CBP60G;-1.70590531205173;-19.6669537611383;1.20719346827186e-06;Down;AT5G26920.1
AT4G26960;-1.59901174672169;-23.3215028128316;1.24423256916562e-06;Down;AT4G26960.1
NA;-3.28928166113338;-24.334165501311;1.29596284681172e-06;Down;AT5G51465.1
RABA3;-1.64985285802445;-23.6896399425044;1.36058256585514e-06;Down;AT1G01200.1
AT3G49410;1.51405445573119;-22.3058445509635;1.39987747004706e-06;Up;AT3G49410.1
NAD5A;3.37450227556807;-22.6618784362747;1.40369246923735e-06;Up;ATMG00513.1
AT5G48657;-2.18270782768644;-20.8741419338005;1.44694437380797e-06;Down;AT5G48657.5
AT3G51230;-1.88457771203419;-23.7562621093791;1.4512547846727e-06;Down;AT3G51230.1
ACO5;-2.07819443311746;-23.3722149095511;1.59509602184768e-06;Down;AT1G77330.1
ZYP1A;-1.73344428921957;-23.7750213766313;1.62755799653626e-06;Down;AT1G22260.1
AT2G23110;2.368661873594;-23.6814075067234;1.63680416291101e-06;Up;AT2G23110.1
SAUR10;1.84207865650165;-23.700340472043;1.66086545873204e-06;Up;AT2G18010.1
AT1G66500;1.63544285238092;-20.0422896548354;1.66572802696581e-06;Up;AT1G66500.1
GSTF7;-2.0374939595536;-14.9848051686076;1.76363207373935e-06;Down;AT1G02920.1
PDI;-2.24819177919304;-20.0635866266234;1.77715971282787e-06;Down;AT5G38900.2
NA;1.62761417448429;-23.1815686356953;1.79138172598584e-06;Up;AT5G28345.1
AT1G22900;-1.56017282631892;-22.7637062538405;1.8420607776662e-06;Down;AT1G22900.1
PUP8;-1.59078646102405;-23.7655692678955;1.97668775855225e-06;Down;AT4G18195.1
LTP3;2.09218418168414;-14.3334892503186;1.99156765450657e-06;Up;AT5G59320.1
GASA1;2.14018878415603;-16.9028529982383;2.12173601020075e-06;Up;AT1G75750.1
AT5G62150;-1.85478623253418;-23.3399973499918;2.24665106816394e-06;Down;AT5G62150.1
AT3G46700;-2.03254335891926;-22.9950120796683;2.25455594500352e-06;Down;AT3G46700.1
VLG;-2.51502480929304;-23.0732028942173;2.28455002909225e-06;Down;AT2G17740.1
CROLIN1;1.55627079638356;-23.1830030355069;2.29843066153691e-06;Up;AT3G28630.1
PSAJ;1.53751850472424;-19.8732212738273;2.3844616191682e-06;Up;ATCG00630.1
AT2G37950;-1.66337510962103;-23.3303267707327;2.42179124522763e-06;Down;AT2G37950.1
AT4G08780;-3.30252899326238;-23.9667636366758;2.42467359282748e-06;Down;AT4G08780.1
AT2G28400;1.64660789858669;-19.9503566212057;2.4371782204118e-06;Up;AT2G28400.1
UGT73B5;-1.5267629394393;-20.2682017586807;2.494913867667e-06;Down;AT2G15480.2
NA;2.39601801525378;-24.1836035881262;2.50714803415386e-06;Up;AT1G20923.1
AT4G07820;-1.73633614969862;-23.4075217363846;2.74718787545912e-06;Down;AT4G07820.1
DTX18;-2.58426582356536;-20.7285049794449;2.788762753651e-06;Down;AT3G23550.1
AT1G60680;-1.69279782679207;-23.1730113018457;2.92388403657858e-06;Down;AT1G60680.1
AT1G52530;-2.09728981616663;-24.0867258950898;2.92803851223378e-06;Down;AT1G52530.1
AT5G01570;1.70965466453441;-22.9890370524028;2.98252895031011e-06;Up;AT5G01570.1
UGT73B4;-2.76113571492668;-21.8511586495997;3.04348199816558e-06;Down;AT2G15490.1
VSP2;1.67626295412198;-14.5882853741749;3.1715914728334e-06;Up;AT5G24770.1
HPAT2;-1.8071334915585;-23.5220595358024;3.3078795082175e-06;Down;AT2G25260.1
MIOX2;-1.95334219500496;-22.3503115455241;3.77526954709888e-06;Down;AT2G19800.1
HB52;1.77410746911027;-24.2706301624796;3.89191796805504e-06;Up;AT5G53980.1
AT1G73066;1.98687640585551;-22.996033528945;4.32302184603658e-06;Up;AT1G73066.1
NA;-1.57653628439623;-23.3952003299952;4.41194644995734e-06;Down;AT4G07995.1
PSBM;1.5718708058212;-22.4703472033476;4.51676485394689e-06;Up;ATCG00220.1
FLOT2;-3.05736304098931;-23.2794833151846;4.65750571103111e-06;Down;AT5G25260.1
ORF240B;2.5883000689331;-24.2867886890024;4.87112695125659e-06;Up;ATMG00810.1
CXE17;-2.24697457173448;-23.5581270755749;4.92668291542637e-06;Down;AT5G16080.1
NAD7;2.63970670962509;-22.4101034587669;5.53544927593478e-06;Up;ATMG00510.1
NAD9;2.79860766336097;-23.1870212969543;5.71428176783552e-06;Up;ATMG00070.1
NA;3.02860187337653;-24.1182762845209;5.77772978668861e-06;Up;AT3G29645.1
ERF53;1.86747021897241;-22.1455949041426;5.91217807550935e-06;Up;AT2G20880.1
AT1G74870;2.04803728597865;-23.9612862455686;6.2597528676644e-06;Up;AT1G74870.1
MPK11;-1.96530783930334;-21.5572961933159;6.62269127070278e-06;Down;AT1G01560.2
DEG8;-2.00683164848527;-23.3660003846983;6.71808121251847e-06;Down;AT5G38930.1
AT3G29034;-1.79164035776178;-22.8753601605552;6.81251500697198e-06;Down;AT3G29034.1
EME1B;-1.62528622080754;-23.6181855496218;6.9660933040885e-06;Down;AT2G22140.1
MYB50;-1.64111114894997;-23.5010347946254;7.19509674893193e-06;Down;AT1G57560.1
ATXR6;-2.00426488169669;-24.0190777183589;7.51126547707724e-06;Down;AT5G24330.1
SAUR19;1.51497533007273;-22.6081514063894;7.84170151913015e-06;Up;AT5G18010.1
ATBFRUCT1;-1.65331679424048;-19.2674289515373;7.94790543164482e-06;Down;AT3G13790.1
AT2G37530;1.79247417841009;-23.8352747939269;8.18079890510874e-06;Up;AT2G37530.1
SOK4;-1.6535579296289;-21.4811236322076;8.21932691430664e-06;Down;AT3G46110.1
BGLU17;-1.52285969309106;-22.0927020016092;8.94177558736909e-06;Down;AT2G44480.3
PCR1;-3.06110724792838;-20.5757760771959;1.05110445573393e-05;Down;AT1G14880.1
BOA;1.54894073029154;-23.2071091596564;1.05898203427389e-05;Up;AT5G59570.1
AT4G16807;-1.60986278667111;-23.8557163695866;1.09229861419147e-05;Down;AT4G16807.1
AT3G04300;-2.24646943584359;-23.8582533043139;1.14606858270677e-05;Down;AT3G04300.1
AT3G15518;-1.82897461719798;-21.9331247355244;1.14768754862594e-05;Down;AT3G15518.1
AT3G04220;-2.86911282486603;-23.4756980780689;1.3136422857245e-05;Down;AT3G04220.3
NA;1.91202877109878;-23.5703189983905;1.36540198305696e-05;Up;AT5G02065.1
RLP20;-2.05281356180066;-23.4200219067866;1.44972805519452e-05;Down;AT2G25440.1
CBF1;1.62747142531579;-22.4512495539465;1.56503619935871e-05;Up;AT4G25490.1
BTSL1;-1.65480294797095;-23.0974975608972;1.688013071657e-05;Down;AT1G74770.1
ATTIM22;1.51811257834977;-23.4216297547939;1.73159820546127e-05;Up;AT1G18320.1
WRKY28;-1.63299688512665;-22.4646927718152;1.86581642371606e-05;Down;AT4G18170.1
NA;1.64199691237755;-23.158532655117;1.87215872208347e-05;Up;AT2G07655.1
GSTU4;-1.94239952551104;-19.1356699610692;1.87847232537614e-05;Down;AT2G29460.1
AT2G04070;-2.08845489224345;-23.7139737959002;1.89957473468849e-05;Down;AT2G04070.1
AED1;-1.60955277394909;-18.1966809801659;1.93875250553706e-05;Down;AT5G10760.1
AT1G21550;1.76293623727444;-20.0229016173618;1.96527188008201e-05;Up;AT1G21550.1
AAP3;1.71671080027928;-22.7067509633427;2.05518987861413e-05;Up;AT1G77380.1
ELF4-L3;-1.6936639773514;-23.4030829655921;2.06771127965571e-05;Down;AT2G06255.1
AT1G72070;-1.50509060595209;-23.2217408442241;2.13007444422009e-05;Down;AT1G72070.1
BIG4;-1.6560327445807;-23.2149883656862;2.18789008633341e-05;Down;AT4G35380.1
PIPK10;-1.98222232155062;-24.1077373839776;2.27491928131549e-05;Down;AT4G01190.2
RAD51B;-2.07306054547718;-24.1565529047931;2.30082475875172e-05;Down;AT2G28560.1
AT4G11290;-1.77724366717033;-22.0003844259283;2.38823362509599e-05;Down;AT4G11290.1
PDC1;-1.87672952510867;-20.5454995317016;2.54961276271496e-05;Down;AT4G33070.1
AT4G25980;1.59612255518999;-23.288340130129;2.72282737584228e-05;Up;AT4G25980.1
BCB;-1.84269543237169;-17.2709649169285;2.83713243776264e-05;Down;AT5G20230.1
RBL5;1.80898951593136;-23.7847141371761;2.97523342208345e-05;Up;AT1G52580.1
RABA4C;-2.18858225872428;-23.9372451287812;3.06153152766235e-05;Down;AT5G47960.1
AT3G42725;-2.05006706712911;-24.0435938642883;3.10253883937064e-05;Down;AT3G42725.1
GSTU24;-2.05773022717548;-20.5378730272671;3.1548888811212e-05;Down;AT1G17170.1
AT1G79770;-2.04380269516735;-24.3566866338532;3.17435725692734e-05;Down;AT1G79770.1
NA;1.70557512307638;-23.9010537219161;3.19869988667206e-05;Up;AT1G05783.1
AT5G14130;-2.39711892544579;-24.2878659665947;3.22273628624212e-05;Down;AT5G14130.2
AT2G07815;1.85393649027999;-23.8445075918581;4.2044178850679e-05;Up;AT2G07815.1
GSTU9;-1.85425781477043;-22.223498771053;4.2935669032796e-05;Down;AT5G62480.1
AGL62;-1.69569966414866;-24.2733017950322;4.87729751466603e-05;Down;AT5G60440.1
PSBI;1.52625159378557;-21.6614111089984;4.89163262024459e-05;Up;ATCG00080.1
AT3G48790;1.54522436224437;-23.3988718174045;4.96222211003915e-05;Up;AT3G48790.1
GASA10;1.57854067428607;-23.2954057262992;5.04198158287871e-05;Up;AT5G59845.1
